NBBag_k7_fi2_chebyshev	AdaBoost	EBBAG	Bagging	RUSBoost	SMOTEAdaBoost
3.272727272727273	2.1136363636363638	5.704545454545454	3.5681818181818183	2.6363636363636362	3.7045454545454546
