NBBag_k7_fi2_chebyshev	AdaBoost	EBBAG	Bagging	RUSBoost	SMOTEAdaBoost
3.772727272727273	2.022727272727273	5.5227272727272725	3.909090909090909	3.159090909090909	2.6136363636363638
