NBBag_k7_fi2_chebyshev	AdaBoost	EBBAG	Bagging	RUSBoost	SMOTEAdaBoost
3.590909090909091	1.9318181818181819	5.568181818181818	3.6818181818181817	2.8863636363636362	3.340909090909091
