NBBag_k7_fi2_chebyshev	AdaBoost	EBBAG	Bagging	RUSBoost	SMOTEAdaBoost
4.954545454545454	2.227272727272727	2.6363636363636362	4.909090909090909	4.363636363636363	1.9090909090909092
