NBBag_k7_fi2_chebyshev	AdaBoost	EBBAG	Bagging	RUSBoost	SMOTEAdaBoost
4.318181818181818	1.8863636363636365	4.840909090909091	4.136363636363637	3.022727272727273	2.7954545454545454
