NBBag_k7_fi1_chebyshev	NBBag_k7_fi1_cosine	NBBag_k7_fi1_euclidean	NBBag_k7_fi1_manhattan
2.840909090909091	1.8636363636363635	2.6363636363636362	2.659090909090909
