NBBag_k7_fi1_chebyshev	NBBag_k7_fi1_cosine	NBBag_k7_fi1_euclidean	NBBag_k7_fi1_manhattan
2.6818181818181817	2.1818181818181817	2.6136363636363638	2.522727272727273
