NBBag_k7_fi1_chebyshev	NBBag_k7_fi1_cosine	NBBag_k7_fi1_euclidean	NBBag_k7_fi1_manhattan
2.9318181818181817	2.0454545454545454	2.727272727272727	2.2954545454545454
