NBBag_k7_fi0.5_euclidean	NBBag_k7_fi1_euclidean	NBBag_k7_fi1.5_euclidean	NBBag_k7_fi2_euclidean
2.4545454545454546	2.977272727272727	2.1363636363636362	2.4318181818181817
