NBBag_k3_fi1_euclidean	NBBag_k5_fi1_euclidean	NBBag_k7_fi1_euclidean	NBBag_k9_fi1_euclidean	NBBag_k11_fi1_euclidean
2.9318181818181817	3.2954545454545454	3.022727272727273	2.8863636363636362	2.8636363636363638
