NBBag_k3_fi1_euclidean	NBBag_k5_fi1_euclidean	NBBag_k7_fi1_euclidean	NBBag_k9_fi1_euclidean	NBBag_k11_fi1_euclidean
2.840909090909091	3.1136363636363638	3.1818181818181817	3.0454545454545454	2.8181818181818183
