NBBag_k3_fi1_euclidean	NBBag_k5_fi1_euclidean	NBBag_k7_fi1_euclidean	NBBag_k9_fi1_euclidean	NBBag_k11_fi1_euclidean
2.5681818181818183	3.25	3.227272727272727	3.0454545454545454	2.909090909090909
